name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Binary,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Binary_scaled
Eckerd College,Yes,1422,1109,366,33,65,1363,23,15360,4080,600,1000,82.0,89,12.8,26,15003,59,5.6396402545555775,5.5556871252320414,3.882711178896728,5.654170235972273,3.626888851052932,3.6755348752820938,76.6627139411932,9.932527964405688,9.020229620808045,3439.822698933896,48228.57254567277,6.133645307514049,3.295836866004329,1.8338116068844048,0.779887482419128,High,2,1,-0.11790188052693132,-0.06593731434942753,-0.22053657570559232,0.5272445442404738,-0.3261526729691661,-1.4860814376784817,1.1876735060776515,0.4496014388117547,-0.38127720177114266,0.5594977786457802,0.6005650532112241,-0.27638263533977875,0.47121122188858366,1.300825474652939,0.22420208315421772,1.8150779933081982,0.6125530498969481
Elizabethtown College,Yes,2417,1843,426,36,70,1476,299,14190,4400,500,750,65.0,68,12.8,25,9815,81,5.946453871334605,5.8630117974382685,3.943376201270066,5.869495015931659,3.6431494343667894,7.65509305052527,74.52893735780923,9.521846755027648,8.545341066409259,2158.256391919805,23848.004199077237,6.133645307514049,3.258096538021482,1.8312192410783021,0.7625155151013653,Medium,1,1,0.3747622218999593,0.4434986379184049,-0.05417819137896447,0.675328745331237,-0.23940508438757557,-0.07522454097749387,0.9585764922158636,-0.2291946039516519,-0.9606431574678065,-0.6047483730462211,-0.9283307329438812,-0.27638263533977875,0.4095619963667674,0.3866261378411287,0.10603285279999924,0.3581403891754813,0.6125530498969481
Elmira College,Yes,1457,1045,345,27,50,1109,502,14990,4980,450,550,77.0,98,21.5,21,7502,64,5.653964384281851,5.519011283673327,3.85871327910401,5.175483632487222,3.583444167636326,8.588900685416377,75.99983909719846,9.28888019207096,8.044569827624697,3031.9379352623355,62055.431121210495,9.030380538487343,3.091042453358316,1.8292405861266083,0.7172271791352093,Medium,1,1,-0.09490099618311996,-0.12673292875799003,-0.2863447083092569,0.19803987368047105,-0.5579230498577619,0.25583455751090806,1.116502677554239,-0.6142542984789047,-1.5715860927236946,0.18895256078278097,1.467641878959388,1.7703640987717493,0.13667737956055104,-0.3111477027023611,-0.2020317266026956,0.3581403891754813,0.6125530498969481
Elms College,Yes,245,208,125,23,46,544,436,11800,4765,450,1700,71.0,71,11.3,21,8952,86,4.533486423854942,4.463125521233421,3.410524163649543,4.810280968585637,3.4173719395225612,8.330117848343313,69.78070986540564,9.28888019207096,9.923163850665636,2576.530515080068,26700.255016237883,5.563890873647727,3.091042453358316,1.8305738298094647,0.8489795918367347,Medium,1,1,-1.8941016785322653,-1.8770192465244457,-1.5153892912146503,-0.053119072030679164,-1.443891593616183,0.16408930983399242,0.44877394394675324,-0.6142542984789047,0.720306207993199,-0.2247648828620271,-0.7494672137091747,-0.6789541283407586,0.13667737956055104,0.15902147165047859,0.6941869296649427,0.3581403891754813,0.6125530498969481
Elon College,Yes,3624,2786,858,11,39,2933,334,9100,3883,490,1777,70.0,74,18.9,34,6329,63,6.1728851412224,6.105181140630753,4.205595382042667,3.3105556040601205,3.7721807021904388,7.85059258821939,63.58145904499106,9.476930520690225,10.00016122473635,2504.239961610454,29754.174387837,8.222602697493853,3.5553480614894135,1.8278313088683902,0.7687637969094923,Medium,1,1,0.7383528588207279,0.8449300266633768,0.6648911758805712,-1.0845174670653988,0.4489559122187346,-0.005914869171841798,-0.21682050591119023,-0.3034345775074199,0.8142433155553916,-0.2904376445599966,-0.5579571392876599,1.1996123641074883,0.8951255085680089,-0.8081301624362784,0.14853550312145522,0.3581403891754813,0.6125530498969481
Embry Riddle Aeronautical University,Yes,3151,2584,958,14,40,4772,856,7800,3750,570,3020,37.0,43,16.5,4,12878,44,6.0954548015400505,6.0615829813386,4.2443760080161095,3.7701053698334652,3.8525779133086697,9.601975557292219,60.15636813523508,9.816012876520363,10.941853827259315,696.6701250097354,7187.806399220283,7.437601218528677,1.6094379124341003,1.8329464666018338,0.8200571247223104,Low,0,1,0.6140195609681487,0.7726596500721393,0.7712371727618419,-0.7684736752694478,0.8778620626670992,0.6149959535553727,-0.5845619581984869,0.25701902020397893,1.9631120966190065,-1.9325346743110978,-1.973085139428777,0.6449537276656453,-2.2835393318336408,0.9957332416379375,0.49744780298226177,-1.0987972149572356,0.6125530498969481
Emory & Henry College,Yes,765,646,226,30,60,809,32,8578,4408,700,1600,79.0,88,13.9,51,8061,82,5.265736774982787,5.216637140136882,3.6804123904576285,5.42374736044689,3.5130855110814934,4.133144242927068,62.2474471761484,10.287356219704934,9.818197568716489,3191.9953654123665,46823.40870445627,6.535060186288381,3.9512437185814275,1.829798283441144,0.8444444444444444,Low,0,1,-0.7182951228212925,-0.6279626499119497,-0.7752895170109221,0.3687770077049723,-0.9332751312785158,-1.323847012672887,-0.36004924784599646,1.0360807080301793,0.5922469197789686,0.3343576374315665,0.5124477851823425,0.007245147886748601,1.5418252579254095,-0.1144754144435297,0.6633375234297659,-1.0987972149572356,0.6125530498969481
Emory University,Yes,8506,4168,1236,76,97,5544,192,17600,6000,600,870,97.0,98,5.0,28,28457,96,6.628550833120598,6.334695693791758,4.331532747904312,7.930041098020671,3.8756686456793186,6.8938663540091145,80.46717593729446,9.932527964405688,8.789079773735985,4818.366258335609,62055.431121210495,2.7387351368015262,3.367295829986474,1.8367500607489802,0.4900070538443452,High,2,1,1.4700352771647456,1.2253842352680235,1.0102423501068332,2.092417481864056,1.0010473945259881,-0.3450992073195937,1.5961468624002662,0.4496014388117547,-0.6632809494242876,1.8118434631329363,1.467641878959388,-2.675124926388998,0.5879401964775927,2.337072970250598,-1.747649838556899,1.8150779933081982,0.6125530498969481
Emporia State University,No,1256,1256,853,43,79,3957,588,5401,3144,450,1888,72.0,75,19.3,4,5527,50,5.566117428557185,5.632000939987882,4.203521066768713,6.324377798210336,3.822653734424048,8.883526028482663,52.684905705141475,9.28888019207096,10.105888884177661,2649.852552524213,30817.86634468314,8.349566954428617,1.6094379124341003,1.8266113847763763,1.0,Low,0,0,-0.23596071200465676,0.06056408435781495,0.6592028941647026,0.9881629366230471,0.718221396128843,0.36028690596352597,-1.386749846679481,-0.6142542984789047,0.9432314873872767,-0.1581550637201262,-0.4912534379026085,1.2893215220075742,-2.2835393318336408,-1.2383371159666898,1.7214721572963374,-1.0987972149572356,-1.6325116659989423
Erskine College,Yes,659,557,167,47,74,532,35,10485,3840,475,1246,76.0,80,13.5,47,7527,67,5.173233953627258,5.12140031751498,3.545602080604837,6.559981966494515,3.4117413279773676,4.259915552862609,66.89305362149635,9.408035387971328,9.390180871199142,2953.4572253472356,36487.79557571775,6.39057276021811,3.871201010907891,1.8292668856661107,0.8452200303490136,Medium,1,1,-0.8668309666130594,-0.7858317239275707,-1.1449724819271094,1.1501937769220463,-1.473929997796244,-1.2789032854925582,0.13873519495560938,-0.41730816701513446,0.07006481891698788,0.1176563164912192,-0.1356944211524122,-0.09484535878691201,1.4110746470937963,-0.30187315452133445,0.668613286832959,0.3581403891754813,0.6125530498969481
Eureka College,Yes,560,454,113,36,56,484,16,10955,3450,330,670,62.0,87,10.6,31,9552,53,5.071122737318803,4.988422027407857,3.3620343606299636,5.869495015931659,3.387564308128774,3.189589363197824,67.95111164252265,8.621150245052192,8.361890195632993,1963.0383410019397,45443.82519345305,5.287987778360136,3.4657359027997265,1.8310321069525228,0.8107142857142857,Medium,1,1,-1.030795432266337,-1.0062628444274286,-1.6483602351139295,0.675328745331237,-1.6029104980940039,-1.658361763019646,0.2523356229466301,-1.71791435236204,-1.1844539612578335,-0.7820953142680762,0.4259346495311623,-0.8738990280930917,0.7487430981377603,0.32063317755768067,0.433895064555637,0.3581403891754813,0.6125530498969481
Evergreen State College,No,1801,1101,438,14,50,3065,363,6297,4600,600,1323,75.0,78,18.1,14,8355,68,5.77776431495564,5.55122816865712,3.9543253984203828,3.7701053698334652,3.779809488479211,7.999054526253791,55.6909584990411,9.932527964405688,9.492093840015333,2876.0084132069483,34148.77423378909,7.965493088984884,2.70805020110221,1.830068253920088,0.6113270405330372,Low,0,0,0.10388999088653365,-0.07332869224485909,-0.024152804816164396,-0.7684736752694478,0.48965425628067955,0.04671874992599422,-1.0639992251026387,0.4496014388117547,0.19439905276860778,0.0472975055627926,-0.28237352323745246,1.0179463816947247,-0.488944521318963,-0.019270165157907596,-0.922395611942736,-1.0987972149572356,-1.6325116659989423
Fairfield University,Yes,4784,3346,781,30,66,2984,1037,15000,6200,700,1100,86.0,90,15.1,30,11220,94,6.324312250723763,6.210330052098369,4.171996346133115,5.42374736044689,3.775176890376922,9.979355089774533,76.01789513954054,10.287356219704934,9.179807776613403,3784.712517455532,49659.49561114865,6.959113993880287,3.4339872044851463,1.8321018136461236,0.6994147157190636,Medium,1,1,0.9815060205636024,1.019229849254534,0.5727543710105893,0.3687770077049723,0.46494009280422266,0.7487868149099581,1.1184412991582744,1.0360807080301793,-0.18659120673062196,0.8728148827034736,0.6902976719925955,0.30686892312721825,0.696881263144984,0.6978658765736995,-0.3231973409569424,0.3581403891754813,0.6125530498969481
Fayetteville State University,No,1455,1064,452,1,16,2632,617,6806,2550,350,766,75.0,75,15.1,10,6972,24,5.653155853412468,5.530144703870461,3.966670283863466,0.0,3.7531000836929005,8.974143365433964,57.274762274226106,8.745786153121648,8.579843387345294,2876.0084132069483,30817.86634468314,6.959113993880287,2.3978952727983707,1.8286492037807918,0.7312714776632302,Low,0,0,-0.09619928971790798,-0.10827764340973488,0.009699901680342994,-3.3612688093227097,0.3471638909019997,0.39241310921738526,-0.8939510962294311,-1.5119094043589478,-0.9185501864797696,0.0472975055627926,-0.4912534379026085,0.30686892312721825,-0.9955858819980911,-0.5196990371918849,-0.10649827794002265,-1.0987972149572356,-1.6325116659989423
Ferrum College,Yes,1339,1107,336,12,36,1051,82,9400,4200,500,1600,53.0,58,12.5,9,7967,22,5.604101858754478,5.554575617828598,3.847907254634466,3.473099970406587,3.5718024130752273,5.522005981375474,64.32549722530742,9.521846755027648,9.818197568716489,1433.0287974030894,15728.264539588916,6.021866052278773,2.302585092994046,1.8297087392423752,0.8267363704256908,Medium,1,1,-0.17496744382508853,-0.06777980173731303,-0.31597748023315525,-0.9727316677869278,-0.6200299322211624,-0.8314593967701944,-0.13693542017306337,-0.2291946039516519,0.5922469197789686,-1.2635854783881688,-1.4375163915219222,-0.3553625238528725,-1.1512760702749985,-0.14605322917052554,0.5428819964548772,0.3581403891754813,0.6125530498969481
Flagler College,Yes,1415,714,338,18,52,1345,44,5120,3200,500,2140,52.0,60,18.1,9,3930,69,5.636730058946749,5.280388292944133,3.8503372155050735,4.280162520647578,3.6241470430304044,4.588789834932753,51.675087323366924,9.521846755027648,10.326018021483435,1379.2888542968378,17187.345783259294,7.965493088984884,2.302585092994046,1.8231135181677485,0.5045936395759717,Low,0,1,-0.12257490945753076,-0.522285715465435,-0.30931393098193427,-0.41769469988544683,-0.34077977642032076,-1.1623087972167596,-1.4951709333147079,-0.2291946039516519,1.2117899245837738,-1.3124058333016602,-1.3460179845367914,1.0179463816947247,-1.1512760702749985,-2.4718618470582454,-1.6484275928622691,-1.0987972149572356,0.6125530498969481
Florida Institute of Technology,Yes,1947,1580,523,39,74,1863,233,13900,4140,750,1500,90.0,90,10.6,7,8923,57,5.822812756055875,5.770990672855032,4.023142656069143,6.071854355974564,3.6890934608381722,7.2223843333291935,73.98229597815238,10.448461969422015,9.706971680718645,4146.124716926278,49659.49561114865,5.287987778360136,2.0794415416798357,1.8305504821929768,0.8115048793014895,Medium,1,1,0.17622625168672562,0.2909600574839641,0.16456100997125922,0.8144962912549331,0.005698884467260699,-0.22863103763749487,0.8998852924398955,1.3023649764046783,0.4565508868862346,1.2011418370759805,0.6902976719925955,-0.8738990280930917,-1.515783424979524,0.15078792086873735,0.4392729146294929,0.3581403891754813,0.6125530498969481
Florida International University,No,3306,2079,1071,42,89,10208,9310,6597,2494,800,3028,81.0,96,13.9,20,6722,66,6.122128674059061,5.934344440807256,4.2829371288040745,6.262942194174836,3.9622243913085247,14.847141404047287,56.63418513005772,10.600467571293109,10.946644749638832,3356.181327603026,58795.90038007271,6.535060186288381,3.044522437723423,1.8283455682983067,0.6288566243194192,Low,0,0,0.6568509698240736,0.561743010690652,0.876981232537037,0.9459121453121655,1.4628083330045158,2.4745436931188647,-0.9627278894606838,1.5536080298286021,1.968957041285216,0.4835133023364041,1.2632379969775114,0.007245147886748601,0.060686441260878146,-0.6267762699137805,-0.8031542280179284,-1.0987972149572356,-1.6325116659989423
Florida Southern College,Yes,1381,1040,374,20,44,1506,970,8025,4865,400,650,65.0,74,17.4,10,6339,68,5.622371591425262,5.516045446951197,3.8914385236887816,4.503953018570464,3.647212684169754,9.847138044333382,60.77468505656378,9.032160306951633,8.312862263756331,2158.256391919805,29754.174387837,7.73687227002806,2.3978952727983707,1.827845001402741,0.7530774800868936,Low,0,1,-0.1456309315075357,-0.13164924037060116,-0.19660405376350004,-0.2637884142137955,-0.21772830223232523,0.7019124328284156,-0.5181751764708661,-1.0385747644227592,-1.2442682363007733,-0.6047483730462211,-0.5579571392876599,0.8564097284492161,-0.9955858819980911,-0.8033014820882727,0.04183256314276985,-1.0987972149572356,0.6125530498969481
Florida State University,No,11651,8683,3023,50,90,18906,3242,6680,4060,600,1020,80.0,89,23.1,15,7250,58,6.789568131422069,6.736767425534096,4.6118610764130565,6.727069965106191,4.038629708006355,12.375646326832157,56.89015096608184,9.932527964405688,9.053292535936109,3273.5722416210815,48228.57254567277,9.508587325922857,2.772588722239781,1.828967718730907,0.7452579177752983,Low,0,0,1.7285878263497771,1.8918774070322664,1.7789714461698511,1.2651043449994013,1.870418370751503,1.5983343951762778,-0.9352456267250219,0.4496014388117547,-0.3409403116863961,0.4084666114840554,0.6005650532112241,2.1082507547381426,-0.3835201634208818,-0.4073745513980457,-0.01135839923736634,-1.0987972149572356,-1.6325116659989423
Fontbonne College,Yes,291,245,126,16,49,981,337,8390,4100,350,1500,45.0,55,21.5,24,4607,62,4.648070832307536,4.5756675594638345,3.4143205820231413,4.037027549018027,3.556662681377795,7.866478232480447,61.75395158105021,8.745786153121648,9.706971680718645,1031.9310727012441,13687.465845698069,9.030380538487343,3.2188758248682006,1.824824422073799,0.8419243986254296,Low,0,1,-1.7101084603203405,-1.6904642263742868,-1.5049785800313094,-0.5849046607537621,-0.7007979582614879,-0.00028299503473837014,-0.4130343485689788,-1.5119094043589478,0.4565508868862346,-1.6279649723564091,-1.5654940694465738,1.7703640987717493,0.34549454598816776,-1.868510571332382,0.646195430686714,-1.0987972149572356,0.6125530498969481
Fordham University,Yes,4200,2874,942,30,55,4740,1646,14235,6965,600,1735,86.0,97,14.4,14,10864,80,6.253700119378282,6.123128039027912,4.238493656628101,5.42374736044689,3.851523943665883,10.918233665506488,74.61310135848431,9.932527964405688,9.958554633967845,3784.712517455532,60412.08392299406,6.713414378219178,2.70805020110221,1.8318949276910093,0.6842857142857143,Medium,1,1,0.8681210193534835,0.8746796566217401,0.7551063211662011,0.3687770077049723,0.872239304664806,1.0816436938410687,0.9676129215119171,0.4496014388117547,0.7634831066588156,0.8728148827034736,1.3645882269351624,0.1332649014169342,-0.488944521318963,0.6249074219775388,-0.4261092577655102,0.3581403891754813,0.6125530498969481
Fort Lewis College,No,3440,2823,1123,16,35,3793,486,6198,3320,500,2500,89.0,97,19.1,6,4362,46,6.1441290789540695,6.112799818177862,4.29913481918416,4.037027549018027,3.8157185759863266,8.529114158179727,55.37322680716673,9.521846755027648,10.602060391825573,4054.2224482249767,60412.08392299406,8.28621413521354,1.9459101490553132,1.8242527347556905,0.8206395348837209,Low,0,0,0.6921779864161495,0.8575591078997461,0.9213992760163758,-0.5849046607537621,0.6812234447459482,0.23463867832854768,-1.0981130973723547,-0.2291946039516519,1.5485627320659785,1.1176527018812943,1.3645882269351624,1.244558309119232,-1.7339083692537995,-2.0701164426365795,0.5014095281723605,-1.0987972149572356,-1.6325116659989423
Francis Marion University,No,1801,1655,819,13,38,3224,436,5840,3138,400,2430,76.0,76,19.1,8,5039,43,5.77776431495564,5.798810908521606,4.189033128193255,3.625856985682614,3.7884836838010085,8.330117848343313,54.19561052657097,9.032160306951633,10.551403284954594,2953.4572253472356,31904.737047146835,8.28621413521354,2.1972245773362196,1.8257261820420112,0.9189339255968906,Low,0,0,0.10388999088653365,0.3370761995671029,0.6194734098697167,-0.8676768730139961,0.5359296888729641,0.16408930983399242,-1.2245501271253267,-1.0385747644227592,1.4867608569454278,0.1176563164912192,-0.4230962065588109,1.244558309119232,-1.3233835886260938,-1.5505043844885629,1.1700368797121874,-1.0987972149572356,-1.6325116659989423
Franciscan University of Steubenville,Yes,553,452,228,22,49,1301,242,9650,4400,600,1000,57.0,69,14.9,8,6336,83,5.063181989098444,4.9855298732613464,3.6842453446874392,4.711661371580558,3.6172522097490374,7.287453028818614,64.93369988795521,9.932527964405688,9.020229620808045,1658.2867737090962,24776.67217560797,6.889374885282735,2.1972245773362196,1.8278408971423847,0.8173598553345389,Medium,1,1,-1.0435462405115874,-1.0110570163081178,-0.764778615540465,-0.12094221917214974,-0.3775625995999147,-0.2055624924000638,-0.07163457522029776,0.4496014388117547,-0.38127720177114266,-1.0589485972397998,-0.8700943318940553,0.25759334859915606,-1.3233835886260938,-0.8047488519335877,0.4791001834075319,0.3581403891754813,0.6125530498969481
Franklin College,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54.0,78,12.5,37,11751,60,5.296352307264919,5.2026218625457075,3.773669217963497,5.343132544941852,3.5217308062872594,5.235302302748784,66.67542377072654,9.630803943454774,9.520203093628817,1487.798448476186,34148.77423378909,6.021866052278773,3.6375861597263857,1.8323922667055847,0.7860696517412935,Medium,1,1,-0.6691344177312009,-0.6511950387556509,-0.5195564018753435,0.3133361961439693,-0.8871538761426645,-0.9331033091060889,0.11536894877650877,-0.0491042890162079,0.22869245578463554,-1.2138296794549612,-0.28237352323745246,-0.3553625238528725,1.0294623131395182,0.8002943200091462,0.2662550169041441,0.3581403891754813,0.6125530498969481
